Order ID,Order Date,Customer ID,Customer Name,Segment,Product ID,Product Name,Category,Sub Category,City,State,Region,Quantity,Unit Price,Discount,Cost
ORD-1840,27-11-2025,C007,Ganga Supplies,Retail,P003,Office Chair,Furniture,Seating,Delhi,Delhi,North,2,8500,15,5600
ORD-1841,02-11-2024,C002,Bright Retail,Retail,P002,Wireless Mouse,Electronics,Accessories,Mumbai,Maharashtra,West,1,1200,0,700
ORD-1842,02-09-2024,C008,Horizon Inc,Corporate,P004,Standing Desk,Furniture,Desks,Kolkata,West Bengal,East,3,18000,0,12500
ORD-1843,19-05-2025,C007,Ganga Supplies,Retail,P001,Laptop Pro 14,Electronics,Computers,Hyderabad,Telangana,South,1,72000,10,52000
ORD-1844,03-10-2025,C007,Ganga Supplies,Retail,P006,Monitor 27in,Electronics,Displays,Delhi,Delhi,North,4,24000,0,17000
ORD-1845,21-08-2024,C007,Ganga Supplies,Retail,P006,Monitor 27in,Electronics,Displays,Mumbai,Maharashtra,West,4,24000,0,17000
ORD-1846,03-11-2024,C001,Aarav Traders,Corporate,P008,Printer Ink,Stationery,Supplies,Chennai,Tamil Nadu,South,5,1800,10,1500
ORD-1847,04-03-2025,C005,Everest Ltd,Corporate,P007,Desk Lamp,Furniture,Lighting,Delhi,Delhi,North,3,2200,0,1300
ORD-1848,09-12-2024,C002,Bright Retail,Retail,P004,Standing Desk,Furniture,Desks,Mumbai,Maharashtra,West,6,18000,10,12500
ORD-1849,22-04-2025,C005,Everest Ltd,Corporate,P001,Laptop Pro 14,Electronics,Computers,Mumbai,Maharashtra,West,4,72000,0,52000
ORD-1850,04-10-2024,C008,Horizon Inc,Corporate,P003,Office Chair,Furniture,Seating,Delhi,Delhi,North,5,8500,15,5600
ORD-1851,04-09-2024,C004,Delta Stores,Retail,P002,Wireless Mouse,Electronics,Accessories,Hyderabad,Telangana,South,5,1200,0,700
ORD-1852,19-01-2025,C007,Ganga Supplies,Retail,P003,Office Chair,Furniture,Seating,Mumbai,Maharashtra,West,2,8500,5,5600
ORD-1853,03-06-2024,C003,Chola Systems,Corporate,P006,Monitor 27in,Electronics,Displays,Bangalore,Karnataka,South,4,24000,5,17000
ORD-1854,16-09-2025,C005,Everest Ltd,Corporate,P007,Desk Lamp,Furniture,Lighting,Delhi,Delhi,North,2,2200,5,1300
ORD-1855,02-06-2025,C003,Chola Systems,Corporate,P004,Standing Desk,Furniture,Desks,Delhi,Delhi,North,4,18000,15,12500
ORD-1856,10-01-2024,C003,Chola Systems,Corporate,P001,Laptop Pro 14,Electronics,Computers,Chennai,Tamil Nadu,South,1,72000,0,52000
ORD-1857,10-04-2025,C006,Fair Mart,Consumer,P005,Notebook Pack,Stationery,Paper,Hyderabad,Telangana,South,4,350,0,180
ORD-1858,19-07-2025,C003,Chola Systems,Corporate,P007,Desk Lamp,Furniture,Lighting,Mumbai,Maharashtra,West,1,2200,10,1300
ORD-1859,18-03-2024,C008,Horizon Inc,Corporate,P006,Monitor 27in,Electronics,Displays,Mumbai,Maharashtra,West,3,24000,5,17000
ORD-1860,05-01-2025,C007,Ganga Supplies,Retail,P005,Notebook Pack,Stationery,Paper,Kolkata,West Bengal,East,4,350,0,180
ORD-1861,01-11-2025,C008,Horizon Inc,Corporate,P008,Printer Ink,Stationery,Supplies,Mumbai,Maharashtra,West,5,1800,0,1500
ORD-1862,28-02-2024,C007,Ganga Supplies,Retail,P002,Wireless Mouse,Electronics,Accessories,Delhi,Delhi,North,3,1200,5,700
ORD-1863,08-06-2025,C008,Horizon Inc,Corporate,P003,Office Chair,Furniture,Seating,Chennai,Tamil Nadu,South,1,8500,5,5600
ORD-1864,09-05-2025,C001,Aarav Traders,Corporate,P003,Office Chair,Furniture,Seating,Mumbai,Maharashtra,West,3,8500,0,5600
ORD-1865,11-07-2024,C007,Ganga Supplies,Retail,P001,Laptop Pro 14,Electronics,Computers,Bangalore,Karnataka,South,4,72000,15,52000
ORD-1866,18-10-2025,C004,Delta Stores,Retail,P005,Notebook Pack,Stationery,Paper,Mumbai,Maharashtra,West,1,350,15,180
ORD-1867,27-01-2024,C007,Ganga Supplies,Retail,P007,Desk Lamp,Furniture,Lighting,Hyderabad,Telangana,South,3,2200,0,1300
ORD-1868,23-11-2025,C008,Horizon Inc,Corporate,P007,Desk Lamp,Furniture,Lighting,Hyderabad,Telangana,South,5,2200,5,1300
ORD-1869,08-12-2025,C006,Fair Mart,Consumer,P005,Notebook Pack,Stationery,Paper,Bangalore,Karnataka,South,4,350,15,180
ORD-1870,22-05-2025,C006,Fair Mart,Consumer,P001,Laptop Pro 14,Electronics,Computers,Bangalore,Karnataka,South,3,72000,0,52000
ORD-1871,12-06-2025,C003,Chola Systems,Corporate,P001,Laptop Pro 14,Electronics,Computers,Mumbai,Maharashtra,West,2,72000,15,52000
ORD-1872,23-06-2024,C001,Aarav Traders,Corporate,P005,Notebook Pack,Stationery,Paper,Kolkata,West Bengal,East,4,350,5,180
ORD-1873,27-01-2025,C003,Chola Systems,Corporate,P006,Monitor 27in,Electronics,Displays,Mumbai,Maharashtra,West,5,24000,5,17000
ORD-1874,01-05-2025,C006,Fair Mart,Consumer,P004,Standing Desk,Furniture,Desks,Delhi,Delhi,North,1,18000,10,12500
ORD-1875,21-04-2024,C006,Fair Mart,Consumer,P005,Notebook Pack,Stationery,Paper,Delhi,Delhi,North,4,350,5,180
ORD-1876,29-01-2025,C005,Everest Ltd,Corporate,P008,Printer Ink,Stationery,Supplies,Chennai,Tamil Nadu,South,3,1800,0,1500
ORD-1877,29-09-2025,C007,Ganga Supplies,Retail,P008,Printer Ink,Stationery,Supplies,Hyderabad,Telangana,South,4,1800,0,1500
ORD-1878,18-11-2024,C003,Chola Systems,Corporate,P001,Laptop Pro 14,Electronics,Computers,Mumbai,Maharashtra,West,6,72000,15,52000
ORD-1879,26-04-2025,C002,Bright Retail,Retail,P007,Desk Lamp,Furniture,Lighting,Mumbai,Maharashtra,West,2,2200,10,1300
ORD-1880,06-01-2025,C005,Everest Ltd,Corporate,P007,Desk Lamp,Furniture,Lighting,Hyderabad,Telangana,South,3,2200,0,1300
ORD-1881,22-09-2024,C001,Aarav Traders,Corporate,P008,Printer Ink,Stationery,Supplies,Chennai,Tamil Nadu,South,3,1800,15,1500
ORD-1882,15-12-2025,C006,Fair Mart,Consumer,P005,Notebook Pack,Stationery,Paper,Kolkata,West Bengal,East,1,350,5,180
ORD-1883,28-09-2024,C002,Bright Retail,Retail,P004,Standing Desk,Furniture,Desks,Kolkata,West Bengal,East,4,18000,0,12500
ORD-1884,09-09-2025,C002,Bright Retail,Retail,P007,Desk Lamp,Furniture,Lighting,Mumbai,Maharashtra,West,3,2200,0,1300
ORD-1885,22-10-2025,C002,Bright Retail,Retail,P003,Office Chair,Furniture,Seating,Delhi,Delhi,North,6,8500,10,5600
ORD-1886,15-12-2024,C007,Ganga Supplies,Retail,P007,Desk Lamp,Furniture,Lighting,Delhi,Delhi,North,5,2200,5,1300
ORD-1887,24-12-2024,C003,Chola Systems,Corporate,P003,Office Chair,Furniture,Seating,Kolkata,West Bengal,East,2,8500,15,5600
ORD-1888,27-02-2025,C003,Chola Systems,Corporate,P005,Notebook Pack,Stationery,Paper,Bangalore,Karnataka,South,5,350,5,180
ORD-1889,29-11-2025,C007,Ganga Supplies,Retail,P002,Wireless Mouse,Electronics,Accessories,Chennai,Tamil Nadu,South,5,1200,15,700
ORD-1890,04-01-2024,C007,Ganga Supplies,Retail,P004,Standing Desk,Furniture,Desks,Delhi,Delhi,North,3,18000,0,12500
ORD-1891,10-08-2025,C003,Chola Systems,Corporate,P005,Notebook Pack,Stationery,Paper,Bangalore,Karnataka,South,4,350,0,180
ORD-1892,18-11-2025,C002,Bright Retail,Retail,P004,Standing Desk,Furniture,Desks,Mumbai,Maharashtra,West,2,18000,0,12500
ORD-1893,26-10-2025,C005,Everest Ltd,Corporate,P007,Desk Lamp,Furniture,Lighting,Bangalore,Karnataka,South,1,2200,10,1300
ORD-1894,19-09-2025,C002,Bright Retail,Retail,P005,Notebook Pack,Stationery,Paper,Kolkata,West Bengal,East,1,350,15,180
ORD-1895,05-06-2025,C004,Delta Stores,Retail,P005,Notebook Pack,Stationery,Paper,Bangalore,Karnataka,South,1,350,5,180
ORD-1896,06-04-2024,C002,Bright Retail,Retail,P006,Monitor 27in,Electronics,Displays,Mumbai,Maharashtra,West,4,24000,0,17000
ORD-1897,17-12-2025,C002,Bright Retail,Retail,P002,Wireless Mouse,Electronics,Accessories,Mumbai,Maharashtra,West,1,1200,0,700
ORD-1898,04-01-2024,C003,Chola Systems,Corporate,P008,Printer Ink,Stationery,Supplies,Delhi,Delhi,North,7,1800,5,1500
ORD-1899,30-05-2025,C008,Horizon Inc,Corporate,P001,Laptop Pro 14,Electronics,Computers,Kolkata,West Bengal,East,8,72000,15,52000
ORD-1900,01-09-2025,C001,Aarav Traders,Corporate,P001,Laptop Pro 14,Electronics,Computers,Kolkata,West Bengal,East,2,72000,10,52000
ORD-1901,23-04-2024,C004,Delta Stores,Retail,P008,Printer Ink,Stationery,Supplies,Mumbai,Maharashtra,West,4,1800,5,1500
ORD-1902,04-12-2024,C004,Delta Stores,Retail,P004,Standing Desk,Furniture,Desks,Kolkata,West Bengal,East,8,18000,0,12500
ORD-1903,15-10-2024,C004,Delta Stores,Retail,P001,Laptop Pro 14,Electronics,Computers,Bangalore,Karnataka,South,5,72000,0,52000
ORD-1904,31-05-2025,C007,Ganga Supplies,Retail,P005,Notebook Pack,Stationery,Paper,Mumbai,Maharashtra,West,4,350,0,180
ORD-1905,07-10-2025,C002,Bright Retail,Retail,P005,Notebook Pack,Stationery,Paper,Kolkata,West Bengal,East,2,350,0,180
ORD-1906,13-02-2025,C007,Ganga Supplies,Retail,P007,Desk Lamp,Furniture,Lighting,Bangalore,Karnataka,South,3,2200,0,1300
ORD-1907,15-01-2025,C005,Everest Ltd,Corporate,P006,Monitor 27in,Electronics,Displays,Chennai,Tamil Nadu,South,5,24000,10,17000
ORD-1908,12-08-2025,C007,Ganga Supplies,Retail,P003,Office Chair,Furniture,Seating,Delhi,Delhi,North,3,8500,15,5600
ORD-1909,10-04-2025,C006,Fair Mart,Consumer,P004,Standing Desk,Furniture,Desks,Kolkata,West Bengal,East,2,18000,0,12500
ORD-1910,24-04-2024,C003,Chola Systems,Corporate,P007,Desk Lamp,Furniture,Lighting,Mumbai,Maharashtra,West,1,2200,0,1300
ORD-1911,19-03-2024,C008,Horizon Inc,Corporate,P001,Laptop Pro 14,Electronics,Computers,Bangalore,Karnataka,South,4,72000,0,52000
ORD-1912,28-09-2024,C005,Everest Ltd,Corporate,P004,Standing Desk,Furniture,Desks,Hyderabad,Telangana,South,3,18000,0,12500
ORD-1913,19-09-2025,C002,Bright Retail,Retail,P001,Laptop Pro 14,Electronics,Computers,Mumbai,Maharashtra,West,5,72000,0,52000
ORD-1914,03-03-2025,C005,Everest Ltd,Corporate,P001,Laptop Pro 14,Electronics,Computers,Kolkata,West Bengal,East,2,72000,5,52000
ORD-1915,04-10-2025,C006,Fair Mart,Consumer,P003,Office Chair,Furniture,Seating,Mumbai,Maharashtra,West,1,8500,5,5600
ORD-1916,17-04-2024,C003,Chola Systems,Corporate,P001,Laptop Pro 14,Electronics,Computers,Hyderabad,Telangana,South,3,72000,5,52000
ORD-1917,07-03-2025,C008,Horizon Inc,Corporate,P001,Laptop Pro 14,Electronics,Computers,Chennai,Tamil Nadu,South,6,72000,5,52000
ORD-1918,19-04-2024,C006,Fair Mart,Consumer,P003,Office Chair,Furniture,Seating,Delhi,Delhi,North,2,8500,10,5600
ORD-1919,25-03-2024,C006,Fair Mart,Consumer,P006,Monitor 27in,Electronics,Displays,Delhi,Delhi,North,7,24000,0,17000
ORD-1920,21-04-2024,C007,Ganga Supplies,Retail,P005,Notebook Pack,Stationery,Paper,Bangalore,Karnataka,South,1,350,5,180
ORD-1921,14-09-2024,C004,Delta Stores,Retail,P001,Laptop Pro 14,Electronics,Computers,Hyderabad,Telangana,South,3,72000,5,52000
ORD-1922,15-06-2025,C007,Ganga Supplies,Retail,P007,Desk Lamp,Furniture,Lighting,Bangalore,Karnataka,South,1,2200,10,1300
ORD-1923,17-05-2024,C001,Aarav Traders,Corporate,P003,Office Chair,Furniture,Seating,Chennai,Tamil Nadu,South,1,8500,0,5600
ORD-1924,22-08-2025,C001,Aarav Traders,Corporate,P007,Desk Lamp,Furniture,Lighting,Chennai,Tamil Nadu,South,2,2200,0,1300
ORD-1925,19-04-2025,C004,Delta Stores,Retail,P001,Laptop Pro 14,Electronics,Computers,Kolkata,West Bengal,East,3,72000,15,52000
ORD-1926,13-03-2024,C006,Fair Mart,Consumer,P006,Monitor 27in,Electronics,Displays,Kolkata,West Bengal,East,5,24000,15,17000
ORD-1927,17-04-2025,C004,Delta Stores,Retail,P008,Printer Ink,Stationery,Supplies,Chennai,Tamil Nadu,South,2,1800,0,1500
ORD-1928,28-07-2024,C007,Ganga Supplies,Retail,P006,Monitor 27in,Electronics,Displays,Chennai,Tamil Nadu,South,4,24000,0,17000
ORD-1929,28-08-2025,C004,Delta Stores,Retail,P003,Office Chair,Furniture,Seating,Delhi,Delhi,North,4,8500,10,5600
ORD-1930,08-08-2025,C002,Bright Retail,Retail,P008,Printer Ink,Stationery,Supplies,Kolkata,West Bengal,East,2,1800,0,1500
ORD-1931,26-04-2025,C007,Ganga Supplies,Retail,P003,Office Chair,Furniture,Seating,Hyderabad,Telangana,South,2,8500,0,5600
ORD-1932,27-10-2025,C008,Horizon Inc,Corporate,P008,Printer Ink,Stationery,Supplies,Kolkata,West Bengal,East,4,1800,0,1500
ORD-1933,01-05-2024,C007,Ganga Supplies,Retail,P008,Printer Ink,Stationery,Supplies,Chennai,Tamil Nadu,South,4,1800,0,1500
ORD-1934,22-08-2024,C007,Ganga Supplies,Retail,P001,Laptop Pro 14,Electronics,Computers,Kolkata,West Bengal,East,3,72000,0,52000
ORD-1935,11-10-2025,C004,Delta Stores,Retail,P001,Laptop Pro 14,Electronics,Computers,Chennai,Tamil Nadu,South,4,72000,0,52000
ORD-1936,01-01-2024,C008,Horizon Inc,Corporate,P001,Laptop Pro 14,Electronics,Computers,Chennai,Tamil Nadu,South,4,72000,10,52000
ORD-1937,03-09-2024,C001,Aarav Traders,Corporate,P004,Standing Desk,Furniture,Desks,Kolkata,West Bengal,East,3,18000,15,12500
ORD-1938,27-02-2025,C001,Aarav Traders,Corporate,P005,Notebook Pack,Stationery,Paper,Bangalore,Karnataka,South,4,350,10,180
ORD-1939,19-01-2024,C002,Bright Retail,Retail,P008,Printer Ink,Stationery,Supplies,Hyderabad,Telangana,South,3,1800,0,1500
ORD-1940,10-07-2024,C003,Chola Systems,Corporate,P003,Office Chair,Furniture,Seating,Kolkata,West Bengal,East,1,8500,15,5600
ORD-1941,27-11-2024,C007,Ganga Supplies,Retail,P002,Wireless Mouse,Electronics,Accessories,Chennai,Tamil Nadu,South,2,1200,0,700
ORD-1942,31-01-2024,C002,Bright Retail,Retail,P002,Wireless Mouse,Electronics,Accessories,Hyderabad,Telangana,South,2,1200,0,700
ORD-1943,08-11-2025,C008,Horizon Inc,Corporate,P005,Notebook Pack,Stationery,Paper,Delhi,Delhi,North,4,350,0,180
ORD-1944,27-07-2025,C001,Aarav Traders,Corporate,P004,Standing Desk,Furniture,Desks,Bangalore,Karnataka,South,1,18000,15,12500
ORD-1945,13-04-2025,C002,Bright Retail,Retail,P004,Standing Desk,Furniture,Desks,Hyderabad,Telangana,South,3,18000,0,12500
ORD-1946,18-11-2025,C002,Bright Retail,Retail,P007,Desk Lamp,Furniture,Lighting,Kolkata,West Bengal,East,4,2200,0,1300
ORD-1947,13-07-2025,C002,Bright Retail,Retail,P006,Monitor 27in,Electronics,Displays,Chennai,Tamil Nadu,South,1,24000,0,17000
ORD-1948,13-04-2024,C006,Fair Mart,Consumer,P002,Wireless Mouse,Electronics,Accessories,Mumbai,Maharashtra,West,3,1200,5,700
ORD-1949,12-11-2024,C003,Chola Systems,Corporate,P005,Notebook Pack,Stationery,Paper,Delhi,Delhi,North,5,350,15,180
ORD-1950,13-08-2025,C004,Delta Stores,Retail,P006,Monitor 27in,Electronics,Displays,Chennai,Tamil Nadu,South,5,24000,0,17000
ORD-1951,17-03-2024,C002,Bright Retail,Retail,P001,Laptop Pro 14,Electronics,Computers,Hyderabad,Telangana,South,1,72000,15,52000
ORD-1952,07-08-2024,C008,Horizon Inc,Corporate,P007,Desk Lamp,Furniture,Lighting,Delhi,Delhi,North,2,2200,15,1300
ORD-1953,11-08-2025,C002,Bright Retail,Retail,P004,Standing Desk,Furniture,Desks,Chennai,Tamil Nadu,South,2,18000,0,12500
ORD-1954,01-02-2024,C007,Ganga Supplies,Retail,P003,Office Chair,Furniture,Seating,Chennai,Tamil Nadu,South,1,8500,0,5600
ORD-1955,25-09-2025,C008,Horizon Inc,Corporate,P005,Notebook Pack,Stationery,Paper,Mumbai,Maharashtra,West,3,350,0,180
ORD-1956,15-09-2024,C006,Fair Mart,Consumer,P005,Notebook Pack,Stationery,Paper,Chennai,Tamil Nadu,South,2,350,5,180
ORD-1957,26-01-2025,C003,Chola Systems,Corporate,P002,Wireless Mouse,Electronics,Accessories,Delhi,Delhi,North,4,1200,0,700
ORD-1958,31-10-2025,C006,Fair Mart,Consumer,P008,Printer Ink,Stationery,Supplies,Mumbai,Maharashtra,West,1,1800,0,1500
ORD-1959,14-01-2024,C001,Aarav Traders,Corporate,P007,Desk Lamp,Furniture,Lighting,Mumbai,Maharashtra,West,6,2200,0,1300
ORD-1960,11-07-2025,C006,Fair Mart,Consumer,P006,Monitor 27in,Electronics,Displays,Chennai,Tamil Nadu,South,1,24000,0,17000
ORD-1961,16-12-2024,C003,Chola Systems,Corporate,P002,Wireless Mouse,Electronics,Accessories,Chennai,Tamil Nadu,South,6,1200,0,700
ORD-1962,17-11-2024,C006,Fair Mart,Consumer,P007,Desk Lamp,Furniture,Lighting,Mumbai,Maharashtra,West,1,2200,0,1300
ORD-1963,04-07-2025,C008,Horizon Inc,Corporate,P002,Wireless Mouse,Electronics,Accessories,Bangalore,Karnataka,South,4,1200,0,700
ORD-1964,27-06-2025,C004,Delta Stores,Retail,P001,Laptop Pro 14,Electronics,Computers,Delhi,Delhi,North,3,72000,15,52000
ORD-1965,07-12-2025,C004,Delta Stores,Retail,P002,Wireless Mouse,Electronics,Accessories,Bangalore,Karnataka,South,2,1200,5,700
ORD-1966,14-01-2024,C007,Ganga Supplies,Retail,P005,Notebook Pack,Stationery,Paper,Hyderabad,Telangana,South,1,350,0,180
ORD-1967,29-06-2024,C003,Chola Systems,Corporate,P008,Printer Ink,Stationery,Supplies,Hyderabad,Telangana,South,5,1800,5,1500
ORD-1968,04-02-2025,C006,Fair Mart,Consumer,P004,Standing Desk,Furniture,Desks,Mumbai,Maharashtra,West,5,18000,0,12500
ORD-1969,03-04-2024,C005,Everest Ltd,Corporate,P004,Standing Desk,Furniture,Desks,Kolkata,West Bengal,East,4,18000,15,12500
ORD-1970,25-05-2024,C002,Bright Retail,Retail,P002,Wireless Mouse,Electronics,Accessories,Hyderabad,Telangana,South,1,1200,10,700
ORD-1971,07-11-2024,C002,Bright Retail,Retail,P002,Wireless Mouse,Electronics,Accessories,Hyderabad,Telangana,South,1,1200,0,700
ORD-1972,02-07-2025,C002,Bright Retail,Retail,P001,Laptop Pro 14,Electronics,Computers,Mumbai,Maharashtra,West,1,72000,0,52000
ORD-1973,25-05-2024,C008,Horizon Inc,Corporate,P002,Wireless Mouse,Electronics,Accessories,Hyderabad,Telangana,South,5,1200,15,700
ORD-1974,05-12-2025,C008,Horizon Inc,Corporate,P005,Notebook Pack,Stationery,Paper,Bangalore,Karnataka,South,4,350,0,180
ORD-1975,18-09-2024,C007,Ganga Supplies,Retail,P005,Notebook Pack,Stationery,Paper,Delhi,Delhi,North,2,350,0,180
ORD-1976,31-03-2025,C008,Horizon Inc,Corporate,P002,Wireless Mouse,Electronics,Accessories,Mumbai,Maharashtra,West,5,1200,5,700
ORD-1977,29-07-2024,C007,Ganga Supplies,Retail,P001,Laptop Pro 14,Electronics,Computers,Bangalore,Karnataka,South,2,72000,0,52000
ORD-1978,01-08-2024,C006,Fair Mart,Consumer,P006,Monitor 27in,Electronics,Displays,Mumbai,Maharashtra,West,1,24000,15,17000
ORD-1979,11-01-2024,C002,Bright Retail,Retail,P004,Standing Desk,Furniture,Desks,Chennai,Tamil Nadu,South,1,18000,0,12500
ORD-1980,06-11-2025,C005,Everest Ltd,Corporate,P005,Notebook Pack,Stationery,Paper,Bangalore,Karnataka,South,6,350,0,180
ORD-1981,27-05-2024,C002,Bright Retail,Retail,P008,Printer Ink,Stationery,Supplies,Chennai,Tamil Nadu,South,1,1800,10,1500
ORD-1982,17-09-2024,C004,Delta Stores,Retail,P002,Wireless Mouse,Electronics,Accessories,Chennai,Tamil Nadu,South,2,1200,0,700
ORD-1983,29-10-2024,C005,Everest Ltd,Corporate,P001,Laptop Pro 14,Electronics,Computers,Bangalore,Karnataka,South,4,72000,5,52000
ORD-1984,07-01-2025,C003,Chola Systems,Corporate,P003,Office Chair,Furniture,Seating,Mumbai,Maharashtra,West,10,8500,5,5600
ORD-1985,14-01-2025,C003,Chola Systems,Corporate,P006,Monitor 27in,Electronics,Displays,Kolkata,West Bengal,East,1,24000,0,17000
ORD-1986,11-09-2024,C005,Everest Ltd,Corporate,P003,Office Chair,Furniture,Seating,Delhi,Delhi,North,3,8500,0,5600
ORD-1987,17-08-2024,C004,Delta Stores,Retail,P004,Standing Desk,Furniture,Desks,Delhi,Delhi,North,4,18000,5,12500
ORD-1988,03-09-2024,C005,Everest Ltd,Corporate,P008,Printer Ink,Stationery,Supplies,Chennai,Tamil Nadu,South,2,1800,0,1500
ORD-1989,11-04-2024,C006,Fair Mart,Consumer,P007,Desk Lamp,Furniture,Lighting,Bangalore,Karnataka,South,3,2200,5,1300
ORD-1990,31-01-2024,C008,Horizon Inc,Corporate,P008,Printer Ink,Stationery,Supplies,Delhi,Delhi,North,3,1800,0,1500
ORD-1991,22-04-2024,C008,Horizon Inc,Corporate,P008,Printer Ink,Stationery,Supplies,Chennai,Tamil Nadu,South,3,1800,10,1500
ORD-1992,30-04-2024,C008,Horizon Inc,Corporate,P008,Printer Ink,Stationery,Supplies,Bangalore,Karnataka,South,4,1800,0,1500
ORD-1993,12-03-2025,C001,Aarav Traders,Corporate,P008,Printer Ink,Stationery,Supplies,Chennai,Tamil Nadu,South,3,1800,0,1500
ORD-1994,10-03-2024,C006,Fair Mart,Consumer,P005,Notebook Pack,Stationery,Paper,Delhi,Delhi,North,4,350,10,180
ORD-1995,01-09-2024,C001,Aarav Traders,Corporate,P006,Monitor 27in,Electronics,Displays,Chennai,Tamil Nadu,South,3,24000,15,17000
ORD-1996,15-08-2024,C004,Delta Stores,Retail,P008,Printer Ink,Stationery,Supplies,Kolkata,West Bengal,East,2,1800,15,1500
ORD-1997,20-01-2025,C001,Aarav Traders,Corporate,P002,Wireless Mouse,Electronics,Accessories,Delhi,Delhi,North,2,1200,15,700
ORD-1998,27-02-2024,C003,Chola Systems,Corporate,P004,Standing Desk,Furniture,Desks,Kolkata,West Bengal,East,4,18000,5,12500
ORD-1999,05-08-2024,C002,Bright Retail,Retail,P002,Wireless Mouse,Electronics,Accessories,Delhi,Delhi,North,1,1200,5,700
ORD-2000,24-04-2025,C003,Chola Systems,Corporate,P008,Printer Ink,Stationery,Supplies,Chennai,Tamil Nadu,South,3,1800,10,1500
ORD-2001,08-10-2025,C002,Bright Retail,Retail,P006,Monitor 27in,Electronics,Displays,Bangalore,Karnataka,South,1,24000,5,17000
ORD-2002,09-11-2025,C002,Bright Retail,Retail,P006,Monitor 27in,Electronics,Displays,Chennai,Tamil Nadu,South,6,24000,10,17000
ORD-2003,08-05-2025,C003,Chola Systems,Corporate,P005,Notebook Pack,Stationery,Paper,Kolkata,West Bengal,East,1,350,0,180
ORD-2004,04-10-2025,C008,Horizon Inc,Corporate,P001,Laptop Pro 14,Electronics,Computers,Hyderabad,Telangana,South,12,72000,0,52000
ORD-2005,04-07-2025,C008,Horizon Inc,Corporate,P004,Standing Desk,Furniture,Desks,Hyderabad,Telangana,South,5,18000,15,12500
ORD-2006,22-05-2024,C003,Chola Systems,Corporate,P006,Monitor 27in,Electronics,Displays,Delhi,Delhi,North,1,24000,5,17000
ORD-2007,12-02-2024,C003,Chola Systems,Corporate,P006,Monitor 27in,Electronics,Displays,Hyderabad,Telangana,South,4,24000,0,17000
ORD-2008,17-01-2024,C002,Bright Retail,Retail,P008,Printer Ink,Stationery,Supplies,Delhi,Delhi,North,2,1800,0,1500
ORD-2009,06-02-2024,C008,Horizon Inc,Corporate,P005,Notebook Pack,Stationery,Paper,Bangalore,Karnataka,South,3,350,0,180
ORD-2010,07-11-2024,C004,Delta Stores,Retail,P006,Monitor 27in,Electronics,Displays,Chennai,Tamil Nadu,South,1,24000,10,17000
ORD-2011,26-01-2024,C001,Aarav Traders,Corporate,P003,Office Chair,Furniture,Seating,Mumbai,Maharashtra,West,4,8500,10,5600
ORD-2012,26-08-2024,C008,Horizon Inc,Corporate,P002,Wireless Mouse,Electronics,Accessories,Mumbai,Maharashtra,West,1,1200,15,700
ORD-2013,18-05-2025,C004,Delta Stores,Retail,P004,Standing Desk,Furniture,Desks,Bangalore,Karnataka,South,6,18000,10,12500
ORD-2014,25-07-2024,C008,Horizon Inc,Corporate,P005,Notebook Pack,Stationery,Paper,Mumbai,Maharashtra,West,1,350,0,180
ORD-2015,25-11-2024,C007,Ganga Supplies,Retail,P001,Laptop Pro 14,Electronics,Computers,Bangalore,Karnataka,South,2,72000,5,52000
ORD-2016,26-02-2025,C006,Fair Mart,Consumer,P001,Laptop Pro 14,Electronics,Computers,Bangalore,Karnataka,South,2,72000,0,52000
ORD-2017,01-01-2024,C005,Everest Ltd,Corporate,P003,Office Chair,Furniture,Seating,Kolkata,West Bengal,East,3,8500,10,5600
ORD-2018,01-05-2025,C003,Chola Systems,Corporate,P007,Desk Lamp,Furniture,Lighting,Mumbai,Maharashtra,West,4,2200,0,1300
ORD-2019,29-07-2025,C005,Everest Ltd,Corporate,P002,Wireless Mouse,Electronics,Accessories,Delhi,Delhi,North,2,1200,0,700
ORD-2020,20-05-2024,C006,Fair Mart,Consumer,P003,Office Chair,Furniture,Seating,Chennai,Tamil Nadu,South,3,8500,0,5600
ORD-2021,27-08-2024,C003,Chola Systems,Corporate,P007,Desk Lamp,Furniture,Lighting,Chennai,Tamil Nadu,South,1,2200,15,1300
ORD-2022,08-04-2025,C005,Everest Ltd,Corporate,P007,Desk Lamp,Furniture,Lighting,Kolkata,West Bengal,East,1,2200,0,1300
ORD-2023,03-06-2024,C007,Ganga Supplies,Retail,P005,Notebook Pack,Stationery,Paper,Chennai,Tamil Nadu,South,3,350,0,180
ORD-2024,22-03-2025,C001,Aarav Traders,Corporate,P002,Wireless Mouse,Electronics,Accessories,Mumbai,Maharashtra,West,3,1200,0,700
ORD-2025,22-10-2024,C003,Chola Systems,Corporate,P003,Office Chair,Furniture,Seating,Delhi,Delhi,North,1,8500,0,5600
ORD-2026,26-06-2025,C005,Everest Ltd,Corporate,P007,Desk Lamp,Furniture,Lighting,Hyderabad,Telangana,South,4,2200,15,1300
ORD-2027,20-08-2025,C008,Horizon Inc,Corporate,P002,Wireless Mouse,Electronics,Accessories,Bangalore,Karnataka,South,3,1200,10,700
ORD-2028,04-11-2025,C004,Delta Stores,Retail,P006,Monitor 27in,Electronics,Displays,Delhi,Delhi,North,8,24000,0,17000
